       1253386.5       6201.3257   1.1846537e-08
       1243027.9       6194.1164   1.2636713e-08
       1232669.3       6186.7794   1.3483690e-08
       1222310.8       6179.3404   1.4394833e-08
       1211952.2       6171.7798   1.5375398e-08
       1201593.6       6164.0764   1.6431110e-08
       1191235.1       6156.1774   1.7567857e-08
       1180876.5       6148.0414   1.8792180e-08
       1170517.9       6139.6389   2.0111357e-08
       1160159.4       6130.7258   2.1530881e-08
       1149800.8       6121.3292   2.3059704e-08
       1139442.2       6111.4930   2.4707811e-08
       1129083.7       6101.5104   2.6488964e-08
       1118725.1       6091.3921   2.8415167e-08
       1108366.5       6081.1106   3.0498981e-08
       1098008.0       6070.6311   3.2753983e-08
       1087649.4       6059.9146   3.5194982e-08
       1077290.8       6048.8740   3.7836748e-08
       1066932.3       6037.4299   4.0695697e-08
       1056573.7       6025.5191   4.3790405e-08
       1046215.1       6012.7648   4.7131380e-08
       1035856.6       5999.1348   5.0740443e-08
       1025498.0       5984.6634   5.4644125e-08
       1015139.4       5969.7306   5.8882878e-08
       1004780.9       5954.3561   6.3490742e-08
       994422.31       5938.3696   6.8500018e-08
       984063.75       5921.5863   7.3945604e-08
       973705.18       5903.8817   7.9866751e-08
       963346.61       5884.5494   8.6294435e-08
       952988.05       5863.3167   9.3269363e-08
       942629.48       5840.4218   1.0084595e-07
       932270.92       5816.7935   1.0909820e-07
       921912.35       5792.9748   1.1809806e-07
       911553.78       5768.9658   1.2790850e-07
       901195.22       5744.7130   1.3860339e-07
       890836.65       5720.2343   1.5024168e-07
       880478.09       5695.5745   1.6287447e-07
       870119.52       5670.3587   1.7661832e-07
       859760.96       5644.0256   1.9163165e-07
       849402.39       5616.0457   2.0811583e-07
       839043.82       5585.2599   2.2622323e-07
       828685.26       5550.9972   2.4612936e-07
       818326.69       5513.6561   2.6804483e-07
       807968.13       5474.7247   2.9221990e-07
       797609.56       5435.2615   3.1893394e-07
       787251.00       5395.1452   3.4848914e-07
       776892.43       5354.2426   3.8122848e-07
       766533.86       5312.2338   4.1753447e-07
       756175.30       5268.8575   4.5784423e-07
       745816.73       5223.9067   5.0266053e-07
       735458.17       5175.9434   5.5250599e-07
       725099.60       5125.0586   6.0803357e-07
       714741.04       5071.3703   6.7001204e-07
       704382.47       5016.5326   7.3936400e-07
       694023.90       4960.6352   8.1707579e-07
       683665.34       4902.6135   9.0438205e-07
       673306.77       4842.8602   1.0024924e-06
       662948.21       4781.8187   1.1127466e-06
       652589.64       4721.1333   1.2364879e-06
       642231.08       4661.0078   1.3753447e-06
       631872.51       4601.6238   1.5310448e-06
       621513.94       4543.5388   1.7055463e-06
       611155.38       4487.5508   1.9009177e-06
       600796.81       4434.4096   2.1196066e-06
       590438.25       4385.9059   2.3633735e-06
       580079.68       4343.9733   2.6337752e-06
       569721.12       4308.3749   2.9336517e-06
       559362.55       4277.6085   3.2666868e-06
       549003.98       4249.6767   3.6375763e-06
       538645.42       4226.8367   4.0473333e-06
       528286.85       4210.5596   4.4969791e-06
