	1.850e3		8.94e3	2.48e-01
	1.8725e3	1.34e4	2.32e-01
	1.8750e3	2.01e4	2.3175e-01
	1.8775e3	3.02e4	2.3150e-01
	1.8800e3	4.53e4	2.3125e-01
	1.89e3		6.80e4	2.31e-01
	1.91e3		1.02e5	2.30e-01
	1.97e3		1.53e5	2.29e-01
	2.13e3		2.30e5	2.27e-01
	2.6e3		3.35e5	2.23e-01
	3.9e3		5.06e5	2.15e-01
	5.86e3		6.47e5	2.07e-01
	8.79e3		7.89e5	1.88e-01
